Pais,Ano,ENTR,TUTT,EMPE,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
ISL,2019,1197.0,145091.228515625,5011.0,1,28.954545702579324,4.186299081035923
ISL,2020,1266.0,154126.22265625,5118.0,1,30.11454135526573,4.042654028436019
ISL,2021,1407.0,170604.9375,5304.0,1,32.16533512443439,3.769722814498934
ISL,2022,1416.0,197195.8515625,5852.0,1,33.69717217404306,4.132768361581921
ISR,2011,14031.0,,95308.0,0,,6.7926733661178815
ISR,2012,14881.0,,99429.0,0,,6.6816074188562595
ISR,2013,15699.0,,104147.0,0,,6.633989426078094
ISR,2014,16486.0,,111588.0,0,,6.768652189736747
ISR,2015,17321.0,,122145.0,0,,7.0518445817216096
ISR,2016,18056.0,,133262.0,0,,7.380482941958352
ISR,2017,18734.0,,141725.0,0,,7.565122237642789
ISR,2018,19466.0,,151568.0,0,,7.786294051166136
ISR,2019,19914.0,,162318.0,0,,8.150949081048509
ISR,2020,20407.0,,164075.0,0,,8.040133287597394
ISR,2021,21760.0,,185125.0,0,,8.507582720588236
ISR,2022,22669.0,,217109.0,0,,9.577352331377652
ITA,2010,80345.0,39189.298828125,272105.0,0,0.144022707514103,3.3867073246623933
ITA,2011,78290.0,43045.2001953125,269818.0,0,0.15953420526174125,3.4463916208966663
ITA,2012,78330.0,43404.1982421875,283278.0,0,0.15322121111483242,3.6164687859057834
ITA,2013,77735.0,43075.6005859375,288833.0,0,0.14913670039759133,3.7156107287579596
ITA,2014,79115.0,44421.9990234375,289558.0,0,0.15341312974753762,3.659963344498515
ITA,2015,80648.0,46400.298828125,300366.0,0,0.15447919813868746,3.7244073008630094
ITA,2016,82694.0,48603.7001953125,320563.0,0,0.15161980701238914,3.876496481002249
ITA,2017,83505.0,50109.80078125,328799.0,0,0.15240253401394166,3.9374767977965393
ITA,2018,87148.0,51106.6015625,333573.0,0,0.15320964695134198,3.8276609904989214
ITA,2019,86639.0,51791.501953125,340063.0,0,0.1522997266774833,3.9250568450697725
